 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label,Label
443,6343478,8,6,372,4689,191,0,46.5,71.87687886,1505,0,781.5,765.5548968,797.8273118,2.206991181,487959.8462,1629720.724,5909602,29,6343478,906211.1429,2207275.927,5909602,49,263923,52784.6,70209.78252,132735,70,0,0,0,0,172,128,1.261137817,0.945853363,0,1505,337.4,594.0602182,352907.5429,0,0,0,1,0,0,0,0,0,361.5,46.5,781.5,172,0,0,0,0,0,0,8,372,6,4689,8192,123,7,20,433827.0,0.0,433827,433827,5909602.0,0.0,5909602,5909602,BENIGN,BENIGN
57760,52,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,230769.2308,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,351,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
42172,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,4972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,5434517,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.208107915,0.736035972,1811505.667,3106019.295,5397966,39,5434517,2717258.5,3791092.903,5397966,36551,0,0.0,0.0,0,0,0,0,0,0,72,32,0.552026979,0.184008993,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,24493,2,2,64,256,32,32,32.0,0.0,128,128,128.0,0.0,13064.95733,163.3119667,8164.333333,14135.84399,24487,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,81.65598334,81.65598334,32,128,70.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,88.0,32.0,128.0,40,0,0,0,0,0,0,2,64,2,256,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,23260,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,85.98452279,23260.0,0.0,23260,23260,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.99226139,42.99226139,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,29,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,61228,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,6532.958777,65.32958777,20409.33333,35343.94011,61221,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,80,80,32.66479389,32.66479389,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,80,0,0,0,0,0,0,2,72,2,328,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
443,142250,46,54,1337,102959,570,0,29.06521739,111.3451894,4344,0,1906.648148,962.5813792,733188.0492,702.9876977,1436.868687,5255.189374,23233,0,142250,3161.111111,7592.78019,23680,1,118979,2244.886792,6437.778749,23799,2,0,0,0,0,1144,1736,323.3743409,379.6133568,0,4344,1032.633663,1176.059605,1383116.194,0,0,0,1,0,0,0,0,1,1042.96,29.06521739,1906.648148,1144,0,0,0,0,0,0,46,1337,54,102959,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,10427203,25,40,26387,42160,5792,0,1055.48,1921.156447,4344,0,1054.0,1011.967036,6573.862617,6.233694693,162925.0469,1243838.236,9955725,1,471478,19644.91667,45007.99359,207547,2,10400000,266538.7436,1600061.854,9999660,1,0,0,0,0,808,1288,2.397574882,3.836119811,0,5792,1038.590909,1412.115292,1994069.599,0,0,0,1,0,0,0,0,1,1054.569231,1055.48,1054.0,808,0,0,0,0,0,0,25,26387,40,42160,29200,165,8,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
443,5916579,9,6,618,4026,342,0,68.66666667,126.0287666,1448,0,671.0,722.5803762,784.9130384,2.535248832,422612.7857,1537817.0,5765396,7,5916579,739572.375,2030855.944,5765396,16,85516,17103.2,21815.971,44452,48,0,0,0,0,296,200,1.521149299,1.014099533,0,1448,290.25,524.9532678,275575.9333,0,0,0,1,0,0,0,0,0,309.6,68.66666667,671.0,296,0,0,0,0,0,0,9,618,6,4026,29200,4945,3,32,151167.0,0.0,151167,151167,5765396.0,0.0,5765396,5765396,BENIGN,BENIGN
53,61527,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,1950.363255,32.50605425,61527.0,0.0,61527,61527,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.25302713,16.25302713,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,219922,1,1,43,176,43,43,43.0,0.0,176,176,176.0,0.0,995.8076045,9.094133375,219922.0,0.0,219922,219922,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,4.547066687,4.547066687,43,176,87.33333333,76.7875858,5896.333333,0,0,0,0,0,0,0,0,1,131.0,43.0,176.0,32,0,0,0,0,0,0,1,43,1,176,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,159,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,75471.69811,12578.61635,159.0,0.0,159,159,159,159.0,0.0,159,159,0,0.0,0.0,0,0,0,0,0,0,40,0,12578.61635,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
443,5329949,5,2,129,92,46,0,25.8,21.79908255,46,46,46.0,0.0,41.46381138,1.313333392,888324.8333,2050547.35,5070500,4,5329949,1332487.25,2494204.425,5070500,4,218118,218118.0,0.0,218118,218118,1,0,0,0,112,40,0.93809528,0.375238112,0,46,33.375,19.51510404,380.8392857,0,1,0,0,1,0,0,0,0,38.14285714,25.8,46.0,112,0,0,0,0,0,0,5,129,2,92,256,32,3,20,233718.0,0.0,233718,233718,5070500.0,0.0,5070500,5070500,BENIGN,BENIGN
58035,3,2,0,59,0,53,6,29.5,33.23401872,0,0,0.0,0.0,19700000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,53,37.33333333,27.13546265,736.3333333,0,1,0,0,1,0,0,0,0,56.0,29.5,0.0,40,0,0,0,0,0,0,2,59,0,0,131,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
35348,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,6278093,8,8,272,760,34,34,34.0,0.0,95,95,95.0,0.0,164.3811266,2.548544598,418539.5333,695643.8439,2000063,1,3031245,433035.0,784172.1456,2000063,3,2722283,388897.5714,714897.0243,1819331,1,0,0,0,0,208,184,1.274272299,1.274272299,34,95,62.70588235,31.38424108,984.9705882,0,0,0,0,0,0,0,0,1,66.625,34.0,95.0,208,0,0,0,0,0,0,8,272,8,760,-1,-1,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,283,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,749116.6078,14134.27562,94.33333333,120.3841075,231,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,7067.137809,7067.137809,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,69474,1,1,43,139,43,43,43.0,0.0,139,139,139.0,0.0,2619.685062,28.78774793,69474.0,0.0,69474,69474,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.39387397,14.39387397,43,139,75.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,112.5,43.0,139.0,20,0,0,0,0,0,0,1,43,1,139,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53533,50,4,0,49,0,37,0,12.25,16.74066904,0,0,0.0,0.0,980000.0,80000.0,16.66666667,26.2741952,47,1,50,16.66666667,26.2741952,47,1,0,0.0,0.0,0,0,0,0,0,0,92,0,80000.0,0.0,0,37,9.8,15.49838701,240.2,0,0,0,0,1,0,0,0,0,12.25,12.25,0.0,92,0,0,0,0,0,0,4,49,0,0,142,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
8951,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,48365,2,2,84,130,42,42,42.0,0.0,65,65,65.0,0.0,4424.687274,82.70443503,16121.66667,27911.42206,48351,1,1,1.0,0.0,1,1,13,13.0,0.0,13,13,0,0,0,0,64,64,41.35221751,41.35221751,42,65,51.2,12.59761882,158.7,0,0,0,0,0,0,0,0,1,64.0,42.0,65.0,64,0,0,0,0,0,0,2,84,2,130,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,142747,2,2,68,350,34,34,34.0,0.0,175,175,175.0,0.0,2928.257687,28.02160466,47582.33333,82370.85465,142696,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,14.01080233,14.01080233,34,175,90.4,77.22888061,5964.3,0,0,0,0,0,0,0,0,1,113.0,34.0,175.0,64,0,0,0,0,0,0,2,68,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,24898,2,2,62,186,31,31,31.0,0.0,93,93,93.0,0.0,9960.639409,160.6554743,8299.333333,14369.67088,24892,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,80,80,80.32773717,80.32773717,31,93,55.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,69.75,31.0,93.0,80,0,0,0,0,0,0,2,62,2,186,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,61200005,13,13,5378,3161,2713,0,413.6923077,852.1211166,1448,0,243.1538462,531.0282237,139.5261324,0.424836567,2448000.2,4347634.134,10200000,13,51600000,4303991.0,5175067.492,10200000,48,61200000,5096106.167,5192618.031,10200000,233,0,0,0,0,424,424,0.212418283,0.212418283,0,2713,316.2592593,690.32114,476543.2764,0,0,0,1,0,0,0,0,1,328.4230769,413.6923077,243.1538462,424,0,0,0,0,0,0,13,5378,13,3161,29200,151,3,32,202789.0,349407.4424,827828,46379,10100000.0,91479.80492,10200000,10000000,BENIGN,BENIGN
53,114353187,2,2,99,147,56,43,49.5,9.192388155,75,72,73.5,2.121320344,2.151229943,0.034979349,38100000.0,65900000.0,114000000,59077,114000000,114000000.0,0.0,114000000,114000000,114000000,114000000.0,0.0,114000000,114000000,0,0,0,0,52,52,0.017489674,0.017489674,43,75,57.8,15.31992167,234.7,0,0,0,0,0,0,0,0,1,72.25,49.5,73.5,52,0,0,0,0,0,0,2,99,2,147,-1,-1,1,20,59077.0,0.0,59077,59077,114000000.0,0.0,114000000,114000000,BENIGN,BENIGN
53,62159,1,1,58,145,58,58,58.0,0.0,145,145,145.0,0.0,3265.818305,32.1755498,62159.0,0.0,62159,62159,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.0877749,16.0877749,58,145,87.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,130.5,58.0,145.0,32,0,0,0,0,0,0,1,58,1,145,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,196,2,2,86,182,43,43,43.0,0.0,91,91,91.0,0.0,1367346.939,20408.16327,65.33333333,72.56950691,145,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10204.08163,10204.08163,43,91,62.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,77.75,43.0,91.0,40,0,0,0,0,0,0,2,86,2,182,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,200853,2,2,92,280,46,46,46.0,0.0,140,140,140.0,0.0,1852.10079,19.91506226,66951.0,115918.3687,200802,2,2,2.0,0.0,2,2,49,49.0,0.0,49,49,0,0,0,0,40,40,9.95753113,9.95753113,46,140,83.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,104.5,46.0,140.0,40,0,0,0,0,0,0,2,92,2,280,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,167,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1149700.599,23952.09581,55.66666667,90.35670054,160,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,11976.0479,11976.0479,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,48265,2,2,96,226,48,48,48.0,0.0,113,113,113.0,0.0,6671.501088,82.87578991,16088.33333,27821.65254,48214,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,41.43789495,41.43789495,48,113,74.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,92.5,48.0,113.0,40,0,0,0,0,0,0,2,96,2,226,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
80,115517463,16,14,531,919,447,0,33.1875,110.3601491,913,0,65.64285714,243.8914031,12.55221472,0.259700994,3983360.793,4861803.548,10000000,90,116000000,7701164.2,4132577.807,10000000,32248,110000000,8495749.923,3755894.069,10000000,751,0,0,0,0,332,424,0.138507197,0.121193797,0,913,46.77419355,179.4524468,32203.18065,0,0,0,1,0,0,0,0,0,48.33333333,33.1875,65.64285714,332,0,0,0,0,0,0,16,531,14,919,8192,946,15,20,56453.45455,81289.36067,301550,31866,9983999.091,64752.01028,10000000,9790457,BENIGN,BENIGN
443,119115414,19,16,1958,6132,487,0,103.0526316,156.6100868,1625,2,383.25,557.3178028,67.91732261,0.293832669,3503394.529,14000000.0,58800000,17,119000000,6617523.0,19000000.0,58800000,22,119000000,7918183.0,20800000.0,59100000,188,0,0,0,0,392,324,0.159509163,0.134323506,0,1625,224.7222222,408.2853072,166696.8921,0,0,0,1,0,0,0,0,0,231.1428571,103.0526316,383.25,392,0,0,0,0,0,0,19,1958,16,6132,8192,19832,18,20,643866.0,534678.7926,1021941,265791,58700000.0,82476.93496,58800000,58700000,BENIGN,BENIGN
55070,211,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,56872.03791,9478.672986,211.0,0.0,211,211,211,211.0,0.0,211,211,0,0.0,0.0,0,0,0,0,0,0,40,0,9478.672986,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,140,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
443,17368966,8,9,1213,1167,609,0,151.625,256.8540094,986,0,129.6666667,324.8722826,137.0260037,0.97875717,1085560.375,2781403.051,10000000,4,11400000,1624935.857,3696134.069,10000000,116086,17300000,2156618.125,3783847.135,10100000,4,0,0,0,0,264,296,0.460591609,0.51816556,0,986,132.2222222,279.3592575,78041.59477,0,0,0,1,0,0,0,0,1,140.0,151.625,129.6666667,264,0,0,0,0,0,0,8,1213,9,1167,29200,124,3,32,744931.5,889108.2885,1373626,116237,7939549.5,2915225.189,10000000,5878174,BENIGN,BENIGN
53,217,2,2,72,200,36,36,36.0,0.0,100,100,100.0,0.0,1253456.221,18433.17972,72.33333333,105.077749,193,1,1,1.0,0.0,1,1,23,23.0,0.0,23,23,0,0,0,0,64,64,9216.589862,9216.589862,36,100,61.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,77.0,36.0,100.0,64,0,0,0,0,0,0,2,72,2,200,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,192,2,2,90,206,45,45,45.0,0.0,103,103,103.0,0.0,1541666.667,20833.33333,64.0,109.1192009,190,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,10416.66667,10416.66667,45,103,68.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,85.25,45.0,103.0,64,0,0,0,0,0,0,2,90,2,206,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,48271,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,3314.619544,82.8654886,16090.33333,27785.27038,48174,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,40,40,41.4327443,41.4327443,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,336,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,678571.4286,11904.7619,112.0,111.718396,241,47,48,48.0,0.0,48,48,47,47.0,0.0,47,47,0,0,0,0,80,80,5952.380952,5952.380952,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,80,0,0,0,0,0,0,2,74,2,154,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
53,272,2,2,82,212,41,41,41.0,0.0,106,106,106.0,0.0,1080882.353,14705.88235,90.66666667,116.2425625,222,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,7352.941176,7352.941176,41,106,67.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,83.75,41.0,106.0,64,0,0,0,0,0,0,2,82,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
139,13946,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,143.4102969,13946.0,0.0,13946,13946,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,71.70514843,71.70514843,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,65535,269,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,BENIGN
